train,val
Q99873_L_93_A,P09960_K_566_A
Q99873_D_94_A,P09960_K_566_M
Q99873_Y_280_A,P09960_K_566_R
Q99873_Y_322_A,Q96H22_R_11_A
Q99873_L_359_A,Q96H22_R_196_A
O43683_A_106_D,Q9BU02_K_11_A
O43683_A_106_W,Q9BU02_D_37_A
O43683_L_122_G,Q9BU02_Y_39_A
O43683_A_130_S,Q9BU02_W_53_A
O43683_K_821_A,Q9BU02_K_65_A
Q16873_S_36_E,Q9BU02_Y_79_A
Q16873_T_40_A,Q9BU02_E_81_A
Q16873_R_51_T,Q9BU02_D_147_A
Q16873_R_51_I,Q9BU02_K_193_A
Q16873_N_55_A,P09622_K_89_E
Q16873_Y_59_F,P09622_H_383_A
Q16873_Y_93_F,P09622_H_383_L
Q16873_Y_97_F,P09622_D_448_A
Q9NZN9_R_53_W,P09622_D_448_N
Q9NZN9_M_79_T,P09622_E_466_A
Q9NZN9_V_96_I,P09622_Y_473_A
Q9NZN9_A_197_P,P09622_Y_473_F
Q9NZN9_I_206_N,P09622_Y_473_H
Q9NZN9_G_262_S,P09622_R_482_A
Q0JRZ9_F_10_E,P09622_R_482_M
Q4FZB7_G_229_F,P09622_H_485_A
Q4FZB7_G_229_Y,P09622_S_491_A
Q4FZB7_S_251_A,P09622_E_492_Q
Q4FZB7_W_264_A,P09622_K_505_M
Q4FZB7_F_281_A,Q13158_S_12_R
Q4FZB7_F_311_A,Q13158_F_25_R
Q99683_K_709_M,Q13158_K_33_E
Q99683_K_709_R,Q13158_R_38_A
P63010_Y_815_A,Q13158_D_44_R
P63010_W_841_A,Q13158_E_51_R
P63010_K_842_E,Q13158_R_117_E
P63010_E_849_A,Q13158_V_121_N
P63010_Q_851_A,Q13158_D_123_R
P63010_R_879_A,Q13158_R_135_E
P63010_R_879_E,Q13158_R_142_E
P63010_Y_888_V,Q13158_L_172_A
P63010_E_902_A,Q13158_L_172_E
P63010_K_917_Q,Q13158_L_172_K
Q8N159_Y_441_F,Q13158_D_175_K
Q8N159_N_479_A,Q13158_L_176_E
Q8N159_Y_485_F,Q969G6_E_79_Q
Q14012_T_177_A,P46597_L_11_F
Q14012_T_177_D,P46597_L_31_H
Q9HBH9_D_228_G,P46597_T_296_M
Q96BR1_R_90_A,P46597_H_318_D
P19235_T_114_A,P46100_H_189_N
P19235_S_115_A,P46100_Y_203_A
P19235_S_116_A,P46100_Y_203_K
P19235_F_117_A,P46100_Y_204_A
P19235_F_117_L,P46100_D_207_A
P19235_F_117_W,P46100_I_209_A
P19235_F_117_Y,P46100_D_214_A
P19235_V_118_A,P46100_D_217_A
P19235_L_120_A,P46100_E_218_A
P19235_E_121_A,P46100_E_252_L
P19235_R_165_A,P46109_W_160_L
P19235_M_174_A,Q9NPB6_K_19_A
P19235_S_176_A,Q9NPB6_R_28_A
P19235_H_177_A,Q9NPB6_R_89_A
P19235_R_179_A,Q14142_K_365_R
O14929_D_62_A,O43464_S_306_A
O14929_E_64_A,Q9HCN6_K_61_A
O14929_E_187_Q,Q9HCN6_K_79_E
O14929_W_199_A,Q9HCN6_R_80_A
O14929_E_276_Q,Q9HCN6_N_92_A
O14929_D_277_N,Q9HCN6_S_94_A
O43353_K_47_A,Q9HCN6_L_95_H
O43353_K_47_M,Q9HCN6_R_186_A
O43353_D_146_N,P02748_F_283_C
O43353_K_209_R,P02748_V_426_C
O43353_Q_437_E,O75129_R_1175_T
O43353_R_444_E,P19256_V_37_K
O43353_D_467_R,P19256_V_49_Q
O43353_K_471_E,P19256_V_86_K
O43353_Y_474_F,P19256_T_113_S
O43353_R_483_E,P19256_L_121_G
O43353_R_488_E,O15455_C_95_A
O43353_I_496_A,O15455_C_122_A
O43353_E_500_R,O15455_N_196_G
O43353_R_528_E,O15455_N_247_R
Q9ULZ3_I_8_A,O15455_H_539_A
Q9ULZ3_L_12_A,O15455_H_539_E
Q9ULZ3_L_12_Q,O15455_N_541_A
Q9ULZ3_E_13_A,Q9UHP3_V_91_A
Q9ULZ3_E_13_W,Q9UHP3_I_92_A
Q9ULZ3_L_15_A,Q9UHP3_K_99_R
Q9ULZ3_E_19_A,Q9UHP3_T_878_I
Q9ULZ3_L_20_A,Q9UHP3_Y_880_F
Q9ULZ3_K_21_A,Q9UHP3_I_883_S
Q9ULZ3_K_21_E,Q96PU4_K_548_R
Q9ULZ3_K_21_Q,Q96PU4_C_735_S
Q9ULZ3_F_23_A,Q9NWW6_K_16_A
Q9ULZ3_L_25_A,Q9NWW6_D_36_A
Q9ULZ3_L_25_E,Q9NWW6_D_56_A
Q9ULZ3_L_25_G,Q9NWW6_E_98_A
Q9ULZ3_L_25_K,Q9NWW6_D_138_A
Q9ULZ3_L_25_N,P41743_K_29_A
Q9ULZ3_L_25_Q,P41743_D_72_A
Q9ULZ3_K_26_A,P41743_E_85_A
Q9ULZ3_K_26_Q,P41743_R_91_A
Q9ULZ3_L_27_A,P41743_Y_265_F
Q9ULZ3_Y_36_A,P41743_K_274_R
Q9ULZ3_P_40_A,P41743_K_274_W
Q9ULZ3_R_41_A,P41743_Y_280_F
Q9ULZ3_R_41_Q,P41743_Y_334_F
Q9ULZ3_R_41_W,Q15435_D_148_V
Q9ULZ3_L_45_A,Q15435_F_170_A
Q9ULZ3_M_47_A,Q15435_E_192_A
Q9ULZ3_M_47_N,Q15435_F_214_A
Q9ULZ3_M_47_Q,Q15435_D_280_A
Q9ULZ3_D_48_A,Q15435_E_300_A
Q9ULZ3_D_48_K,Q15435_W_302_A
Q9ULZ3_L_52_A,Q15435_Y_327_A
Q9ULZ3_L_56_A,Q8WXB1_D_94_A
Q9ULZ3_E_62_A,Q8NBP7_C_67_A
Q9ULZ3_E_67_A,Q8NBP7_H_226_A
Q9ULZ3_L_68_A,Q8NBP7_N_533_A
Q9ULZ3_V_72_A,Q9BVS5_D_335_A
Q9ULZ3_M_76_A,Q9NQW7_E_41_A
P24394_Y_38_A,Q9NQW7_W_477_E
P24394_Y_38_F,Q96EP0_Y_82_A
P24394_M_39_A,Q96EP0_Y_82_F
P24394_S_40_A,Q96EP0_N_85_A
P24394_L_64_A,Q96EP0_K_99_E
P24394_F_66_A,Q96EP0_N_101_R
P24394_L_67_A,Q96EP0_N_102_A
P24394_L_68_A,Q96EP0_N_102_D
P24394_D_91_A,Q96EP0_V_104_A
P24394_D_92_A,Q96EP0_C_699_S
P24394_V_93_A,Q96EP0_C_702_S
P24394_V_94_A,Q96EP0_C_871_S
P24394_S_95_A,Q96EP0_C_874_S
P24394_D_97_A,Q04206_T_254_A
P24394_D_97_N,Q04206_S_276_C
P24394_N_98_A,P11802_T_172_A
P24394_Y_99_A,P11802_T_172_E
P24394_K_116_A,P11802_P_173_S
P24394_P_117_A,Q9BRG1_V_124_E
P24394_S_118_A,Q9BRG1_T_126_K
P24394_E_119_A,P0C0L5_L_1120_P
P24394_D_150_A,P0C0L5_S_1121_C
P24394_N_151_A,P0C0L5_I_1124_A
P24394_Y_152_A,P0C0L5_H_1125_A
P24394_Y_152_F,P0C0L5_H_1125_D
P24394_L_153_A,P43246_K_675_R
P24394_Y_154_A,Q15907_S_25_N
P24394_Y_208_A,Q15907_Q_70_L
P24394_Y_208_F,Q6B8I1_D_97_A
Q96FJ0_E_292_A,Q6B8I1_C_129_S
Q96FJ0_E_329_A,Q9Y3D6_L_14_P
Q96FJ0_F_332_A,Q9Y3D6_L_42_P
Q96FJ0_T_353_A,Q9Y3D6_L_58_P
Q96FJ0_F_355_A,Q9Y3D6_L_77_P
Q96FJ0_S_357_A,Q9Y3D6_L_91_P
Q96FJ0_S_358_A,Q9Y3D6_L_110_P
Q96FJ0_D_360_A,P27708_H_1471_A
Q96FJ0_M_370_A,P27708_H_1471_N
Q96FJ0_C_402_S,P27708_H_1473_A
Q96FJ0_F_407_A,P27708_D_1512_N
Q99538_E_190_K,P27708_T_1562_A
Q99538_N_323_D,P27708_F_1563_A
Q99538_N_323_Q,P27708_H_1590_A
Q99538_N_323_S,P27708_H_1590_N
Q8N1G2_K_203_A,P27708_C_1613_S
Q8N1G2_R_228_A,P27708_H_1614_A
Q8N1G2_K_239_A,P27708_E_1637_T
Q8N1G2_D_364_A,P27708_H_1642_N
Q8N1G2_K_404_A,P27708_D_1686_N
P11086_Y_35_F,P27708_H_1690_N
P11086_E_185_A,Q4G0J3_F_44_A
P11086_E_185_Q,Q4G0J3_Y_128_D
P11086_E_185_D,Q4G0J3_E_130_A
P11086_E_219_A,Q4G0J3_F_168_A
P11086_D_267_A,Q4G0J3_F_451_A
P11086_D_267_N,Q4G0J3_R_472_A
Q96RS0_F_655_A,Q4G0J3_Y_483_A
Q96RS0_T_673_A,Q4G0J3_Y_483_F
Q96RS0_D_696_A,Q4G0J3_R_496_A
Q96RS0_N_704_A,Q99638_Y_28_F
Q96RS0_D_719_A,O75604_C_276_A
Q96RS0_N_731_A,O75604_H_549_A
Q96RS0_S_763_A,Q96KS0_H_297_A
Q96RS0_W_766_A,Q96KS0_D_299_A
Q96RS0_R_807_A,Q96KS0_H_358_A
Q96RS0_N_808_A,Q96KS0_R_367_A
O60231_K_428_A,Q96KS0_R_367_K
O60231_D_520_A,Q14393_R_310_E
O60231_H_523_A,Q14393_K_312_E
O60231_S_552_L,Q14393_F_487_A
O60231_G_724_N,Q14393_L_620_A
Q9Y2J8_D_123_N,Q14393_Y_660_A
Q9Y2J8_D_125_A,Q9H4M9_K_468_A
Q9Y2J8_D_166_A,Q9H4M9_K_483_E
Q9Y2J8_D_169_A,Q9H4M9_W_485_A
Q9Y2J8_D_177_A,P49354_K_164_N
Q9Y2J8_W_348_A,P49354_N_199_K
Q9Y2J8_Q_350_A,Q13263_C_65_A
Q9Y2J8_E_354_A,Q13263_C_68_A
Q9Y2J8_D_370_A,Q13263_L_306_P
Q9Y2J8_R_373_A,Q13263_K_366_G
Q9Y2J8_D_374_A,Q13263_I_368_G
Q9Y2J8_D_389_A,Q13263_F_370_A
Q9Y2J8_E_412_A,Q13263_F_370_G
Q9Y2J8_C_647_A,Q13263_C_651_A
Q8N1Q8_G_160_A,Q13263_L_653_A
Q8N1Q8_D_167_A,Q13263_L_668_A
Q8N1Q8_T_183_A,Q13263_K_676_R
Q9NYY3_N_210_A,Q13263_L_709_A
Q9NYY3_W_503_F,Q13263_K_750_R
Q9NYY3_H_629_A,Q13263_K_779_R
Q9NYY3_K_631_M,Q13263_K_804_R
O95619_H_43_A,Q16552_R_69_A
O95619_Y_74_A,Q16552_R_78_V
O95619_W_93_A,Q16552_W_90_V
Q16654_Y_157_F,Q16552_Y_108_I
Q16654_R_161_A,Q16552_H_109_S
P48059_F_42_A,P21397_C_165_S
P48059_R_56_A,P21397_C_266_S
P48059_H_61_D,P21397_C_306_S
P48059_D_62_A,P21397_C_321_S
P48059_L_66_D,P21397_C_323_S
P03372_V_364_E,P21397_C_374_S
P03372_I_386_C,P21397_C_398_S
P03372_C_447_A,P21397_C_406_S
P03372_L_539_A,Q9UBW5_F_21_A
Q8IZI9_K_57_A,Q9UBW5_V_81_R
Q8IZI9_D_58_A,Q9UBW5_S_214_E
Q8IZI9_V_118_A,P49748_F_458_T
Q8IZI9_Q_121_A,P49748_F_458_V
Q8IZI9_F_176_A,P49748_F_458_Y
Q8IZI9_F_179_A,P49748_E_462_D
Q03431_I_135_K,P49748_E_462_Q
Q03431_D_137_A,Q9NWV4_C_33_A
Q3SYG4_S_142_G,Q9NWV4_C_36_A
Q3SYG4_Y_186_A,Q9NWV4_C_67_A
Q9BX68_H_149_A,Q9NWV4_C_70_A
P80188_K_145_A,O14649_H_98_N
P80188_K_154_A,Q9BV47_C_152_A
P49888_K_85_A,Q9BV47_C_152_S
P49888_H_107_A,P11926_C_360_A
P49888_S_137_A,P07602_I_240_C
P49888_S_137_C,O00167_P_516_R
P49888_V_145_E,O00167_A_532_R
P49888_V_269_E,P51659_Y_347_A
O60942_E_234_A,P51659_E_366_A
O60942_K_294_A,P51659_D_370_A
O60942_R_299_A,P51659_H_406_A
O60942_E_345_A,P51659_E_408_A
O60942_K_458_A,P51659_Y_410_A
O60942_K_460_A,P51659_D_490_A
O60942_R_528_A,P51659_Y_505_A
O60942_R_530_A,P51659_D_510_A
O60942_D_532_A,P51659_H_515_A
O60942_K_533_A,P51659_D_517_A
O14745_F_355_R,P51659_H_532_A
P51449_A_327_F,P09601_D_140_A
P51449_F_378_Q,P35869_R_40_D
P51449_I_397_N,P35869_L_50_D
P16442_M_214_T,P35869_V_74_D
P16442_M_214_V,P35869_A_79_D
P16442_P_234_S,P35869_F_82_D
P16442_E_303_A,P35869_L_118_D
Q9NZK5_C_137_G,P35869_L_122_D
Q9NZK5_W_362_G,P35869_F_136_D
Q8N5Y8_H_152_A,P35869_I_154_D
Q8N5Y8_H_152_Q,P28065_K_53_A
Q8N5Y8_Y_182_A,Q15386_C_1051_A
Q3MIT2_D_344_A,Q15382_R_15_G
Q5TDH0_D_252_N,Q15382_S_20_N
Q96L73_R_1914_C,Q15382_T_38_M
Q96L73_R_1952_W,Q15382_I_39_K
Q9BY11_I_125_E,Q15382_E_40_G
Q9BY11_M_126_E,Q15382_N_41_A
Q14565_R_230_A,Q15382_F_43_C
Q14565_F_233_A,Q15382_L_46_A
Q14565_R_236_A,Q15382_T_48_A
Q14565_R_242_A,Q15382_V_49_A
Q14565_E_258_A,Q15382_E_53_A
Q14565_E_258_Q,Q15382_Y_54_A
Q14565_R_311_A,Q15382_L_56_A
Q15233_Y_267_A,Q15382_D_60_I
Q15233_W_271_A,Q15382_Q_64_L
P29218_K_36_Q,Q9BVN2_L_531_A
P29218_D_93_N,P35914_E_37_D
P29218_S_165_A,P35914_R_41_M
P29218_S_165_I,P35914_D_42_A
P29218_E_213_Q,P35914_D_42_N
O00187_Y_74_A,P35914_E_72_A
O00187_Y_121_A,P35914_D_204_A
O00187_E_124_A,P35914_H_233_A
O00187_R_444_Q,P35914_C_266_A
Q96C03_R_235_E,P35914_E_279_A
P13716_C_122_A,P35914_D_280_A
P13716_C_124_A,P00367_S_501_A
P13716_H_131_A,P00367_R_516_A
P13716_C_132_A,Q59H18_K_490_R
P13716_C_223_A,P08559_S_232_A
Q5VWG9_W_23_R,P08559_S_293_A
A0AVK6_R_156_A,P08559_S_293_E
A0AVK6_R_314_A,P08559_S_300_A
Q07889_C_282_R,P23246_L_535_A
Q8TEV9_T_796_A,P23246_L_539_A
Q8TEV9_T_796_D,P23246_L_546_A
Q12884_R_123_A,P23246_M_549_A
Q12884_R_123_M,P14618_P_403_A
Q12884_R_123_E,P14618_P_408_A
Q12884_E_203_A,P14618_S_437_Y
Q12884_E_203_D,P14618_H_464_A
Q12884_E_203_Q,O75140_S_1188_A
Q12884_E_204_A,O75140_T_1189_A
Q12884_E_204_D,O75140_S_1195_A
Q12884_E_204_Q,O75140_S_1201_A
Q12884_S_624_A,O75140_Y_1203_A
Q12884_Y_656_F,O75140_S_1207_A
Q12884_A_657_D,O75140_T_1223_A
Q12884_A_657_N,O75140_T_1241_A
Q12884_A_657_F,O75140_S_1244_A
Q12884_A_657_V,O75140_T_1250_A
Q12884_A_657_Q,O75140_Y_1253_A
Q12884_A_657_S,O75140_Y_1256_A
Q12884_A_657_T,O75140_K_1574_R
Q12884_N_704_A,P51681_Y_3_D
O00327_S_78_E,P51681_Y_3_F
O00327_M_88_F,P51681_S_6_A
O00327_S_90_E,P51681_S_7_A
O00327_L_125_H,P51681_Y_10_F
Q92995_W_221_A,P51681_Y_14_D
Q92995_K_233_A,P51681_Y_14_F
Q92995_F_273_A,P51681_Y_15_D
Q92995_M_664_E,P51681_Y_15_F
Q92995_M_739_E,P51681_T_16_A
Q92990_P_219_A,P51681_S_17_A
Q92990_K_425_A,P51681_C_20_A
Q92990_N_476_A,P51681_C_101_A
O00329_R_894_P,P51681_C_178_A
O75817_N_40_Q,P51681_C_269_A
P07451_K_64_H,O43318_K_34_R
P07451_R_67_H,O43318_K_63_W
P07451_F_197_L,O43318_K_158_R
Q96CB9_V_65_R,O43318_K_209_R
Q96CB9_R_136_A,P63167_T_67_A
Q96CB9_I_139_R,P63167_S_88_A
Q96CB9_R_141_A,P63167_S_88_E
O14593_D_121_V,Q96FV9_L_617_P
O14593_Y_224_A,Q96FV9_W_620_P
P01732_G_111_R,Q96FV9_W_620_R
Q86VW2_L_301_E,P49757_T_102_A
Q86VW2_F_471_A,P51668_K_4_E
Q86VW2_L_472_A,P51668_D_42_R
Q86VW2_L_475_A,P51668_F_62_A
Q86VW2_P_478_A,P51668_D_87_R
Q86VW2_I_479_A,P51668_S_94_E
Q9BRS2_D_324_A,P51668_T_98_E
P29320_V_133_E,P51668_D_112_R
P29320_F_152_L,P51668_D_116_R
P29320_Y_742_F,P51668_D_117_R
P29320_S_768_A,Q969V5_H_319_A
P02649_R_79_T,Q969V5_C_339_A
P02649_E_127_A,O00257_I_16_F
P02649_S_157_R,P83916_I_161_E
P02649_H_158_A,P35052_N_79_Q
P02649_K_161_A,P35052_N_116_Q
P02649_L_162_P,Q9UMR2_D_223_R
P02649_L_167_A,Q9UMR2_E_243_Q
P02649_R_168_A,Q9UMR2_I_258_A
P02649_D_172_A,Q9UMR2_R_259_D
P02649_T_212_A,Q9UMR2_R_262_A
Q9P246_D_80_A,P57768_R_144_A
Q9P246_E_91_A,P57768_Y_145_A
Q01167_K_258_A,P35270_S_213_A
Q01167_K_300_A,Q86T24_C_552_R
Q01167_S_305_A,O75626_P_84_G
Q01167_R_307_A,O75626_P_84_K
Q01167_H_308_A,O75626_I_107_G
Q01167_K_328_A,O75626_I_107_K
P09234_C_6_S,Q14376_S_132_A
P09234_C_9_S,Q14376_Y_157_F
P09234_H_24_Q,Q14376_C_307_Y
P09234_C_25_S,P22455_K_503_R
P09234_H_30_Q,Q8IV48_K_92_A
Q9H8Y8_L_59_A,Q8IV48_R_96_A
Q9H8Y8_I_100_S,Q8IV48_K_99_A
Q9H8Y8_D_148_N,Q8IV48_K_104_A
Q9H8Y8_S_189_D,Q8IV48_R_105_A
Q9H1B7_C_715_A,Q8IV48_Y_109_A
P17676_S_288_A,Q8IV48_Y_110_A
P09429_S_35_A,Q8IV48_K_111_A
P09429_S_35_E,Q8IV48_K_112_A
P09429_S_39_A,Q8IV48_D_234_A
P09429_S_39_E,Q8IV48_M_235_A
P09429_S_42_A,Q8IV48_D_298_A
P09429_S_42_E,P11309_H_68_Y
P09429_S_46_A,P11309_P_81_S
P09429_S_46_E,P11309_N_82_K
P09429_S_53_A,P11309_L_193_F
P09429_S_53_E,P36776_K_529_R
P09429_D_67_A,P36776_W_770_A
P09429_C_106_S,P36776_W_770_P
Q9Y251_Y_156_A,P36776_S_855_A
Q9Y251_Y_156_E,P36776_T_880_V
Q9Y251_Y_156_V,P36776_G_893_A
Q9Y251_K_158_A,P36776_G_893_P
Q9Y251_K_161_A,P36776_G_894_A
Q9Y251_N_162_Q,P36776_G_894_S
Q9Y251_N_178_Q,P36776_G_894_P
Q9Y251_N_200_Q,Q9NZ08_Y_438_F
Q9Y251_N_217_Q,Q13485_R_416_S
Q9Y251_E_225_A,Q13485_R_496_S
Q9Y251_N_238_Q,Q13485_R_502_S
Q9Y251_E_343_A,Q13485_R_515_S
Q9Y251_D_367_A,Q13485_K_519_R
Q9Y251_E_378_A,Q16849_N_506_A
Q9Y251_E_396_A,Q16849_N_524_A
Q9Y251_V_414_K,Q16849_G_553_D
Q9Y251_K_417_E,O95822_C_206_S
Q9Y251_N_459_Q,O95822_C_243_S
Q9Y251_P_525_G,O95822_S_290_F
Q9Y251_F_527_R,O95822_E_302_G
Q9Y251_S_528_K,O95822_S_329_A
Q9Y251_Y_529_A,O95822_H_423_N
Q9Y251_F_531_R,O95822_Y_456_S
Q9Y251_V_533_R,Q9BZB8_F_314_A
Q9Y251_I_534_D,Q9BZB8_H_545_A
Q9Y251_R_535_A,Q9NYV4_D_877_N
Q9Y251_N_536_A,P62487_H_14_E
Q9Y251_A_537_K,P62487_E_33_K
Q9Y251_K_538_A,P62487_K_41_E
Q9Y251_V_539_A,P62487_T_90_A
Q9Y251_A_540_K,P62487_N_93_A
Q9Y251_A_541_K,P62487_K_94_E
Q9Y251_C_542_A,P62487_F_107_E
P28039_T_61_A,P62487_S_109_A
P28039_K_173_E,P62487_H_111_E
P28039_S_263_A,P62487_R_151_E
P28039_S_263_L,P62487_D_153_E
P28039_R_345_E,P62487_F_158_A
P28039_G_372_M,P21266_Y_120_A
P28039_K_379_E,P21266_Y_120_F
P28039_P_419_M,P21266_N_213_F
Q13029_C_106_Y,P21266_N_213_G
Q13029_A_159_V,Q460N3_H_559_Y
O95970_N_192_Q,Q460N3_G_560_A
O95970_N_277_Q,Q460N3_Y_604_C
O95970_N_422_Q,
Q99836_I_179_N,
Q99836_R_196_A,
Q99836_D_197_A,
Q99836_C_203_S,
Q99836_R_217_A,
Q99836_C_280_S,
Q99836_K_282_A,
Q99836_R_288_A,
O60716_W_363_A,
O60716_K_401_M,
O60716_K_444_M,
O60716_W_477_A,
O60716_N_478_A,
Q14332_Y_77_A,
Q14332_K_127_A,
Q14332_K_127_E,
Q9NRW1_T_27_N,
Q9NRW1_Q_72_L,
Q9NRW3_L_72_D,
Q9NRW3_F_75_W,
Q9NRW3_C_76_K,
Q9NRW3_I_79_A,
Q9NRW3_L_80_A,
Q9NRW3_S_81_P,
Q9NRW3_Y_86_A,
Q9NRW3_E_106_K,
Q9NRW3_F_107_D,
Q9NRW3_A_109_K,
Q9NRW3_H_111_D,
Q9NRW3_P_129_A,
Q9NRW3_E_141_K,
P01111_S_89_A,
P01111_R_164_A,
Q92973_W_468_A,
Q92973_W_738_A,
P42575_C_320_S,
P42575_A_369_T,
Q9NPI8_F_251_R,
Q9NPI8_Y_287_A,
Q9NPI8_L_289_A,
Q9NPI8_F_339_A,
Q9NPI8_V_341_A,
Q9NPI8_L_344_A,
Q15822_W_115_A,
Q15822_Y_225_F,
Q9NPI6_D_20_A,
Q9NPI6_R_59_A,
Q9UEU0_S_8_W,
Q9UEU0_E_12_A,
Q9UEU0_I_17_S,
Q9UEU0_E_23_R,
Q9UEU0_E_65_W,
Q9UEU0_F_73_S,
Q9UEU0_P_76_S,
Q9UEU0_M_77_S,
Q8N543_H_155_A,
Q8N543_D_157_A,
P35520_C_272_A,
P35520_C_275_S,
P04179_Y_58_A,
P04179_Y_58_H,
P04179_Y_58_N,
P04179_Y_58_V,
P04179_Y_58_F,
Q05397_V_928_G,
Q05397_L_1034_S,
Q8WYN0_C_81_A,
P49336_D_173_A,
Q7RTN6_Y_185_F,
Q7RTN6_H_231_A,
Q7RTN6_F_233_A,
Q7RTN6_L_241_A,
Q7RTN6_Q_251_A,
Q9H244_K_80_A,
Q9H244_S_83_A,
Q9H244_C_97_A,
Q9H244_S_156_A,
Q9H244_N_159_A,
Q9H244_C_175_A,
Q9H244_R_256_A,
Q9H244_K_280_A,
Q9H244_E_281_A,
P63000_G_12_V,
P63000_T_17_N,
P63000_G_30_V,
P63000_Y_32_F,
P63000_T_35_A,
P63000_T_35_S,
P63000_F_37_A,
P63000_W_56_A,
P63000_Q_61_L,
P63000_L_67_A,
P63000_L_70_A,
Q8IVH4_K_290_A,
Q8IVH4_D_292_A,
Q14790_D_73_A,
Q14790_C_360_S,
Q14790_S_387_A,
Q15759_T_180_A,
Q15759_Y_182_F,
P20809_H_182_V,
P20809_D_186_A,
P20809_D_186_V,
Q15750_D_213_A,
Q15750_F_216_A,
Q9NWB1_H_120_A,
Q9NWB1_F_126_A,
Q9NWB1_F_126_I,
Q9NWB1_F_126_R,
Q9NWB1_F_126_H,
Q9NWB1_F_126_W,
Q9NWB1_F_126_Y,
Q9NWB1_F_158_A,
Q9NWB1_F_160_A,
Q5JS13_L_148_A,
Q96DC9_G_47_P,
Q96DC9_C_51_S,
Q96DC9_N_226_A,
P62280_C_60_S,
Q99549_W_80_A,
Q96QB1_F_475_G,
Q96QB1_L_476_G,
Q96QB1_R_1114_E,
Q06520_M_137_I,
Q06520_M_137_W,
Q06520_Y_238_A,
Q06520_Y_238_F,
Q06520_Y_238_W,
P10746_S_63_A,
P10746_R_65_A,
P10746_T_103_A,
P10746_E_127_A,
P10746_Y_168_F,
P10746_S_197_A,
P10746_K_220_A,
P10746_T_227_A,
P10746_T_228_A,
Q9ULW5_T_77_N,
Q9ULW5_N_177_I,
Q9UQE7_K_105_A,
Q9UQE7_K_105_Q,
Q9UQE7_K_105_R,
Q9UQE7_K_106_A,
Q9UQE7_K_106_Q,
Q9UQE7_K_106_R,
P09914_D_34_A,
P09914_R_38_M,
P09914_Q_42_E,
P09914_K_151_M,
P09914_Y_157_F,
P09914_R_187_H,
P09914_R_255_M,
O15516_S_38_E,
O15516_S_42_E,
O15516_F_50_M,
O15516_H_84_L,
O15516_E_116_K,
P11413_K_171_Q,
P11413_K_171_R,
P11413_K_386_Q,
P11413_K_386_R,
P11413_K_403_Q,
P11413_K_403_R,
P11142_K_561_R,
A1L3X0_H_150_A,
A1L3X0_H_151_A,
Q96G97_H_67_R,
Q96G97_Y_70_A,
Q96G97_Y_151_A,
Q96G97_L_156_D,
Q96G97_L_169_D,
Q96G97_Q_175_A,
Q96EK6_E_156_A,
Q96EK6_E_156_D,
P51580_R_152_E,
P10619_S_178_A,
P10619_H_457_Q,
Q8NI60_K_276_R,
Q8NI60_K_276_H,
Q8NI60_Q_279_R,
Q8NI60_Q_279_H,
Q8NI60_A_339_G,
Q8NI60_K_358_R,
Q8NI60_E_405_A,
Q8NI60_E_405_Q,
Q8NI60_E_411_Q,
Q8NI60_D_488_N,
Q8NI60_N_493_A,
Q8NI60_D_507_N,
Q8NI60_R_611_A,
Q8NI60_R_611_Q,
P01848_N_130_L,
P01848_N_130_F,
P15260_V_61_Q,
Q13568_S_446_A,
O14777_E_234_K,
P61086_D_94_E,
Q13564_D_331_A,
P61081_L_32_A,
P61081_Q_35_A,
P61081_K_36_A,
P61081_I_38_A,
P61081_N_39_A,
P61081_L_41_A,
P61081_F_51_A,
P61081_D_55_A,
P61081_L_57_A,
P61081_C_111_S,
P13569_K_464_M,
P13569_F_508_R,
P13569_I_539_T,
P13569_M_1137_R,
P13569_I_1139_V,
P13569_D_1154_G,
P13569_K_1250_M,
Q9UJW3_F_261_A,
O60481_C_268_S,
O60481_H_281_R,
O60481_R_304_M,
O60481_K_307_M,
O60481_K_310_M,
O60481_K_312_M,
O60481_K_314_M,
O60481_R_320_A,
O60481_K_326_M,
O60481_K_337_A,
O60481_R_341_A,
O60481_K_346_A,
O60481_K_349_A,
O60481_R_350_A,
O60481_K_356_A,
O95760_E_144_K,
O95760_E_148_K,
O95760_D_149_K,
O95760_E_165_K,
O95760_D_244_K,
Q9BU89_H_56_A,
Q9BU89_E_57_A,
Q9BU89_M_86_A,
Q9BU89_M_86_L,
Q9BU89_H_89_A,
Q9BU89_E_90_A,
Q9BU89_H_207_A,
Q9BU89_E_208_A,
Q9BU89_M_237_L,
Q9BU89_H_240_A,
Q9BU89_E_241_A,
O00206_H_431_A,
O00206_H_456_A,
O00206_H_458_A,
O00206_N_526_A,
O00206_N_575_A,
Q9Y2G1_R_454_A,
Q9Y2G1_R_478_A,
Q9Y2G1_R_530_A,
Q8WTS6_E_220_A,
Q8WTS6_E_228_A,
Q8WTS6_Y_245_A,
Q8WTS6_K_294_A,
Q8WTS6_H_297_A,
Q8WTS6_H_297_G,
Q8WTS6_K_317_A,
Q9Y2G5_E_54_A,
Q9Y2G5_W_92_A,
Q9Y2G5_W_152_A,
Q9Y2G5_W_273_A,
Q9Y2G5_R_294_A,
Q9Y2G5_D_297_A,
Q9Y2G5_E_395_A,
Q9Y2G5_E_396_A,
Q15223_N_82_Y,
Q15223_S_84_Y,
Q15223_F_129_A,
