train,val
P52788_D_201_N,
P52788_D_276_N,
P52788_E_353_Q,
P52789_D_209_A,
P52789_D_657_A,
P20340_Q_72_L,
Q96SB4_S_222_A,
Q96SB4_S_555_A,
Q96SB4_S_619_A,
O43173_H_354_A,
Q8N4A0_D_459_H,
Q14451_Y_480_F,
Q14451_Y_492_F,
Q14451_F_511_R,
Q96LW7_L_17_A,
Q96LW7_L_65_A,
Q9BWS9_W_277_A,
Q13093_S_108_A,
Q13093_S_273_A,
Q13093_D_286_A,
Q13093_D_286_N,
Q13093_D_296_A,
Q13093_D_296_N,
Q13093_D_304_A,
Q13093_D_338_A,
Q13093_H_351_A,
P26358_C_653_G,
P26358_C_656_G,
P26358_C_659_G,
P26358_C_664_F,
P26358_C_667_G,
P26358_C_670_G,
P26358_C_1226_A,
Q4G0W2_Y_102_H,
Q4G0W2_C_103_S,
Q4G0W2_N_105_A,
Q4G0W2_R_107_V,
O14960_Y_104_H,
O14965_K_162_R,
O14965_G_198_N,
O14965_D_274_N,
O14965_T_287_A,
O14965_T_288_D,
Q99574_N_161_G,
Q99574_L_162_K,
Q99574_V_163_I,
Q99574_E_289_A,
Q99574_S_340_A,
Q9GZU7_D_98_N,
Q15493_E_18_A,
Q15493_N_103_A,
Q15493_N_154_A,
Q15493_D_204_A,
Q16696_L_110_V,
Q16696_A_117_V,
Q16696_S_208_I,
Q16696_A_213_S,
Q16696_F_300_I,
Q16696_A_301_G,
Q16696_M_365_V,
Q16696_L_366_I,
Q16696_G_369_S,
Q16696_H_372_R,
O14818_Y_153_F,
Q16698_N_148_A,
Q16698_Y_199_A,
Q16698_S_210_A,
Q16698_K_214_A,
P04424_K_51_N,
P04424_H_89_Q,
O95497_E_79_A,
O95497_K_178_A,
O60306_K_829_A,
O60306_Y_1196_A,
Q6DD88_K_73_A,
Q6DD88_R_213_Q,
Q8WXF7_R_77_A,
Q8WXF7_K_80_A,
Q8WXF7_F_151_S,
Q8WXF7_T_162_P,
Q8WXF7_H_247_R,
Q8WXF7_S_398_Y,
O60907_V_111_N,
O60907_V_111_Q,
Q96GD4_K_106_R,
P49773_V_97_D,
P49773_V_97_E,
P49773_G_105_A,
P49773_S_107_A,
P49773_H_114_A,
P49773_W_123_A,
P15291_Y_285_F,
P11021_T_229_A,
P50440_D_170_N,
P50440_E_233_K,
P50440_D_254_N,
P50440_H_303_V,
P50440_D_305_A,
P50440_R_322_E,
P50440_S_355_A,
P50440_C_407_S,
P50440_C_410_A,
Q9NR71_G_124_R,
Q9NR71_H_194_A,
Q9NR71_H_196_A,
Q9NR71_A_211_R,
Q9NR71_R_257_A,
Q9NR71_S_258_A,
Q9NR71_H_303_A,
Q9NR71_D_352_S,
Q9NR71_S_354_A,
Q9NR71_C_362_A,
Q9NR71_S_374_A,
Q9NR71_S_396_A,
Q9NR71_G_465_R,
Q9NR71_E_540_A,
Q9NR71_Y_579_F,
Q9NR71_Y_591_F,
Q9NR71_S_595_A,
Q9NR71_S_729_A,
Q9UQB8_K_142_E,
Q9UQB8_K_143_E,
Q9UQB8_K_146_E,
Q9UQB8_K_147_E,
Q9UQB8_W_413_G,
Q9UQB8_F_427_A,
Q9UQB8_P_428_A,
Q13882_W_44_A,
Q13882_Y_66_A,
Q13882_R_105_L,
Q13882_W_184_A,
Q13882_K_219_M,
Q13882_K_219_R,
Q13882_Y_342_A,
Q13888_C_291_A,
Q13888_C_308_A,
Q13888_C_345_A,
Q13888_C_360_A,
Q13888_C_363_A,
Q13888_H_376_A,
Q13888_H_380_A,
Q13888_C_382_A,
O00141_K_127_M,
O00141_T_256_A,
O00141_T_256_D,
O00141_T_256_E,
Q9P2T1_C_186_A,
Q9P2T1_T_188_A,
Q9P2T1_E_289_Q,
O14638_K_204_A,
O14638_N_227_A,
O14638_E_275_A,
P13995_D_168_A,
P13995_D_168_E,
P13995_D_168_N,
P13995_D_168_S,
P13995_R_201_A,
P13995_R_201_S,
P13995_R_201_K,
P13995_D_225_A,
P13995_D_225_S,
P13995_D_225_E,
P13995_D_225_N,
P13995_R_233_A,
P13995_R_233_K,
P13995_R_233_S,
P55011_R_294_A,
P51955_K_37_R,
P51955_T_170_A,
P51955_T_170_E,
P51955_S_171_A,
P51955_S_171_D,
P51955_T_175_A,
P51955_T_175_E,
P51955_T_179_A,
P51955_T_179_E,
P51955_S_241_A,
P51955_S_241_D,
P30041_S_32_A,
P30041_C_47_S,
P30044_C_100_S,
P30044_C_125_S,
P30044_C_204_S,
Q96EF0_A_253_K,
Q96EF0_K_255_A,
Q9BV20_C_168_S,
Q9BV20_D_248_A,
Q9NP77_C_12_S,
P08922_K_1980_M,
P62877_C_53_A,
P62877_C_56_A,
P62877_C_75_A,
P62877_H_77_A,
P35968_K_868_M,
P35968_Y_996_F,
P35968_C_1045_A,
P35968_Y_1054_F,
P35968_Y_1059_F,
Q86WT6_C_61_A,
Q86WT6_C_64_A,
O00762_C_114_S,
P28562_C_258_S,
P78330_S_23_A,
P78330_S_23_T,
P78330_E_29_D,
P78330_E_29_Q,
P78330_R_65_A,
P78330_R_65_K,
P78330_N_133_A,
P78330_T_182_S,
P78330_T_182_V,
P78330_R_202_A,
P78330_R_202_K,
P78423_R_71_A,
Q92932_C_945_S,
Q9H867_E_73_Q,
Q9H867_D_96_A,
Q9H867_D_96_V,
Q9H867_D_144_V,
O75223_G_23_A,
O75223_E_98_A,
O75223_E_98_Q,
O75223_Y_105_F,
O75223_Y_125_F,
Q13153_H_83_L,
Q13153_H_86_L,
Q13153_L_107_F,
Q13153_K_299_R,
Q13153_D_389_N,
Q13153_D_393_A,
Q13153_T_423_A,
Q13153_T_423_E,
Q05193_K_44_A,
Q6PHR2_K_44_R,
Q6PHR2_K_139_R,
P68036_K_9_E,
P68036_F_63_A,
P68036_C_86_S,
P68036_E_93_R,
P68036_K_96_E,
P68036_K_100_E,
P07814_F_1097_A,
P07814_F_1097_W,
P07814_R_1152_K,
P07814_R_1152_L,
Q15910_S_21_A,
Q15910_S_21_D,
Q15910_C_588_Y,
Q15910_F_667_I,
Q15910_H_689_A,
O75643_R_603_A,
O75643_R_637_A,
O75643_K_1544_A,
O75643_H_1548_A,
O75643_T_1578_A,
Q93096_D_71_A,
Q93096_D_72_A,
Q93096_C_104_S,
O75319_H_166_G,
O75319_C_199_S,
O75319_H_201_A,
O75319_N_204_A,
O75319_R_239_K,
Q8N6T7_H_133_Y,
O43765_C_38_A,
O75792_D_67_A,
O75792_K_69_A,
O75792_N_112_A,
O75792_Y_210_A,
O75792_Y_210_F,
O75792_T_240_A,
Q02750_K_97_A,
Q02750_K_97_R,
Q02750_S_150_A,
Q02750_S_212_A,
Q02750_S_218_A,
Q02750_S_222_A,
Q9UNQ0_M_71_V,
Q9UNQ0_K_86_M,
Q9UNQ0_E_211_Q,
Q9UNQ0_N_418_Q,
Q9UNQ0_T_435_A,
Q9UNQ0_T_435_F,
Q9UNQ0_N_436_A,
Q9UNQ0_F_439_A,
Q9UNQ0_R_482_D,
Q9UNQ0_R_482_G,
Q9UNQ0_R_482_N,
Q9UNQ0_R_482_S,
Q9UNQ0_R_482_T,
Q9UNQ0_R_482_K,
Q9UNQ0_R_482_I,
Q9UNQ0_R_482_M,
Q9UNQ0_R_482_Y,
Q9UNQ0_V_546_A,
Q9UNQ0_V_546_F,
Q9UNQ0_M_549_A,
Q9UNQ0_L_554_A,
Q9UNQ0_N_557_Q,
Q8IZT8_R_99_A,
Q8IZT8_R_104_A,
Q8IZT8_K_155_A,
Q8IZT8_Q_195_A,
O60260_C_337_A,
O60260_W_403_A,
O60260_C_421_A,
O60260_C_431_S,
O60260_H_433_N,
O60260_H_433_A,
O60260_E_444_Q,
O60260_E_444_A,
Q8IWT1_C_58_A,
O60264_K_211_R,
P11362_K_514_A,
P11362_R_577_E,
P11362_D_623_A,
P11362_Y_654_F,
P11362_Y_766_F,
P11586_S_49_A,
P11586_S_49_Q,
P11586_Y_52_A,
P11586_Y_52_S,
P11586_Y_52_F,
P11586_K_56_A,
P11586_K_56_I,
P11586_K_56_S,
P11586_K_56_T,
P11586_K_56_E,
P11586_K_56_M,
P11586_K_56_Q,
P11586_K_56_R,
P11586_C_147_Q,
P19971_Y_199_A,
P19971_Y_199_F,
P19971_Y_199_L,
Q8IXJ6_S_53_A,
Q8IXJ6_R_97_A,
Q8IXJ6_S_98_A,
Q8IXJ6_S_100_A,
Q8IXJ6_Q_167_A,
Q8IXJ6_N_168_A,
Q8IXJ6_D_170_A,
Q8IXJ6_D_170_N,
Q8IXJ6_H_187_Y,
Q8IXJ6_H_187_A,
Q8IXJ6_S_279_A,
Q8IXJ6_T_280_A,
Q8IXJ6_S_311_A,
Q8IXJ6_Y_315_A,
O15550_H_1146_A,
P45381_R_71_K,
P45381_Y_164_F,
P45381_R_168_K,
P45381_E_178_A,
P45381_E_178_D,
P45381_E_178_Q,
P45381_E_285_D,
P45381_Y_288_F,
Q13426_K_210_R,
O95487_R_715_A,
O95486_R_541_A,
Q7Z2Z2_T_33_A,
Q7Z2Z2_H_96_A,
Q9HD40_R_75_A,
Q9HD40_R_97_A,
Q9HD40_R_97_Q,
Q9HD40_Q_105_A,
Q9HD40_K_173_A,
Q9HD40_K_173_M,
Q9HD40_K_284_A,
Q9HD40_R_313_A,
P30101_C_57_A,
P30101_C_57_S,
P30101_C_60_S,
P30101_C_406_A,
P30101_C_406_S,
P30101_C_409_S,
Q13526_K_63_A,
Q13526_S_71_D,
Q13526_S_71_E,
Q13526_C_113_A,
P49674_K_38_R,
Q9UBS5_W_182_A,
Q9UBS5_Y_230_A,
Q9UBS5_Y_234_A,
Q9UBS5_H_287_A,
Q9UBS5_Y_367_A,
Q9UBS5_W_395_A,
P48730_K_38_M,
P48730_T_176_I,
P48735_K_413_A,
P48735_K_413_Q,
P48735_K_413_R,
P48736_R_947_P,
Q06278_G_1269_R,
Q96KN2_H_132_A,
Q96KN2_D_165_A,
Q96KN2_E_200_A,
P10768_L_54_A,
P10768_S_149_A,
P10768_S_149_T,
P10768_M_150_A,
P10768_D_226_A,
P10768_D_226_N,
P10768_H_260_A,
P10768_H_260_Q,
Q9Y2C4_S_137_D,
Q9Y2C4_H_140_A,
Q6IA69_C_175_S,
P61224_G_12_V,
P61224_Y_32_A,
P61224_Y_32_F,
P61224_Q_63_E,
P61224_F_64_A,
Q9BYW2_F_1589_A,
Q9BYW2_Y_1604_A,
Q9BYW2_R_1625_H,
Q9BYW2_R_1625_G,
Q9BYW2_C_1631_A,
Q9BYW2_E_1636_A,
Q9BYW2_T_1637_A,
Q9BYW2_F_1668_A,
Q9BYW2_Q_1669_A,
Q9BYW2_R_1670_A,
Q9BYW2_R_1670_V,
Q9BYW2_R_1670_L,
Q9BYW2_R_1670_I,
Q9BYW2_R_1670_F,
Q9BYW2_R_1670_P,
Q9BYW2_R_1670_W,
Q9BYW2_R_1670_K,
Q9BYW2_R_1670_Q,
Q9BYW2_Y_1671_A,
O14607_H_1093_A,
O14607_S_1138_G,
O14607_P_1214_I,
Q13636_Q_64_L,
Q13637_Q_85_L,
P51787_V_324_L,
P51787_K_326_R,
P51787_T_327_V,
P51787_I_328_L,
P51787_S_338_C,
P51787_F_340_C,
P51787_I_375_D,
P51787_V_516_D,
P13987_Y_29_R,
P13987_N_33_R,
P13987_N_33_Q,
P13987_D_37_R,
P13987_F_48_R,
P13987_D_49_R,
P13987_L_58_E,
P13987_K_63_E,
P13987_W_65_E,
P13987_K_66_D,
P13987_F_67_K,
P13987_F_72_E,
P13987_R_78_E,
P13987_L_79_D,
P13987_E_81_R,
P13987_N_82_K,
P13987_Y_87_R,
P52895_Y_24_A,
P52895_K_31_A,
P52895_K_31_M,
P52895_R_301_A,
P52895_R_304_A,
O00370_N_14_A,
O00370_E_43_A,
O00370_D_145_A,
O00370_D_205_G,
O00370_H_230_A,
Q12923_C_2408_S,
Q12923_R_2444_E,
Q12923_R_2444_K,
Q12923_R_2444_Q,
Q12923_G_2449_V,
Q9Y663_K_161_A,
Q9Y663_K_162_A,
Q9Y663_R_166_E,
Q9Y663_E_170_Q,
Q9Y663_R_173_S,
Q9Y663_G_182_A,
Q9Y663_E_184_Q,
Q9Y663_H_186_F,
Q9Y663_D_189_N,
Q9Y663_R_190_E,
Q9Y663_K_194_A,
Q9Y663_K_215_A,
Q9Y663_S_218_A,
Q9Y663_E_224_Q,
Q9Y663_Q_255_A,
Q9Y663_K_259_A,
Q9Y663_I_288_A,
Q9Y663_K_293_A,
Q9Y663_H_362_A,
Q9Y663_G_365_A,
Q9Y663_K_366_A,
Q9Y663_K_368_A,
Q9Y663_R_370_E,
O00506_K_49_R,
O00506_D_158_A,
Q13569_N_140_A,
Q13569_A_145_G,
Q13569_H_151_A,
Q13569_H_151_Q,
Q13569_N_191_A,
Q13569_T_197_A,
Q13569_R_281_A,
Q13569_E_310_Q,
Q13569_F_315_A,
Q93091_I_36_A,
Q9UM00_D_191_A,
Q9UM00_D_191_E,
Q9UM07_R_374_A,
Q9UM07_C_645_A,
P45954_V_137_L,
P45954_F_138_L,
P45954_S_210_N,
P45954_A_416_T,
Q08495_S_403_E,
Q9Y530_H_32_A,
Q9Y530_C_33_S,
Q9Y530_S_35_A,
Q9Y530_T_83_A,
Q9Y530_K_84_A,
Q9Y530_G_123_E,
Q9Y530_D_125_A,
P09455_R_22_A,
P09455_L_30_A,
P09455_R_31_A,
P09455_K_32_A,
P09455_R_59_E,
P20807_C_129_S,
Q15561_D_266_A,
Q15561_K_297_A,
Q15561_W_299_A,
Q15561_F_373_A,
Q15561_L_380_A,
Q15561_E_391_A,
Q15561_F_393_A,
Q15561_H_427_A,
Q15561_Y_429_A,
Q9NRN7_R_47_A,
Q9NRN7_R_86_A,
Q9NRN7_H_111_A,
Q9NRN7_Q_112_E,
Q9NRN7_D_129_A,
Q9NRN7_E_181_A,
Q9NRN7_E_181_Q,
Q9NRN7_K_185_A,
P35226_K_62_A,
P35226_R_64_A,
P35226_K_73_N,
P35226_D_77_E,
P35557_S_64_P,
P35557_E_177_K,
P35557_M_197_V,
P35557_I_211_F,
P35557_Y_214_A,
P35557_E_256_A,
P35557_K_414_A,
P35557_S_453_A,
P35558_S_90_A,
P35558_S_90_E,
P35558_C_288_S,
O75582_D_195_A,
O75582_S_212_A,
Q96SD1_D_17_N,
Q96SD1_D_17_A,
Q96SD1_H_33_A,
Q96SD1_H_35_A,
Q96SD1_D_37_N,
Q96SD1_D_37_A,
Q96SD1_H_38_A,
Q96SD1_H_115_A,
Q96SD1_D_136_N,
Q96SD1_D_136_A,
Q96SD1_D_165_N,
Q96SD1_D_165_A,
Q96SD1_H_319_A,
P54252_C_14_A,
P15121_D_44_N,
P15121_Y_49_F,
P15121_K_78_M,
P15121_H_111_N,
P98170_S_87_D,
P98170_S_87_E,
P98170_H_467_A,
Q9HAZ1_K_189_R,
Q04760_Q_34_E,
Q04760_E_100_Q,
Q04760_E_173_Q,
P23443_K_167_N,
P00740_Y_305_F,
P00740_K_311_T,
P00740_Y_312_A,
P00740_Y_391_T,
Q9BSM1_S_195_F,
O15492_Y_168_F,
O15492_Y_177_F,
O15496_H_88_Q,
O15498_F_42_E,
O15498_C_194_S,
P12931_K_298_M,
P12931_P_302_E,
P12931_P_307_E,
P12931_Y_419_F,
P41279_T_290_A,
P41279_T_290_D,
P41279_T_290_E,
P61088_C_87_A,
Q13188_K_56_R,
P08686_V_281_I,
P08686_V_281_T,
P08686_C_428_M,
P08686_C_428_S,
P08686_C_428_T,
P18433_Y_798_F,
Q13454_C_99_S,
Q13454_C_102_S,
Q8IWA4_K_15_A,
Q8IWA4_R_74_P,
Q8IWA4_K_88_A,
Q8IWA4_K_99_A,
Q8IWA4_P_102_L,
Q8IWA4_H_107_A,
Q8IWA4_T_109_A,
Q8IWA4_H_144_A,
Q8IWA4_D_173_A,
Q8IWA4_E_209_A,
Q8IWA4_R_238_A,
Q8IWA4_W_239_A,
Q8IWA4_E_245_A,
Q8IWA4_G_309_P,
Q8IWA4_I_328_A,
Q8IWA4_K_336_N,
Q8IWA4_K_336_P,
P15104_C_209_A,
P15104_R_324_A,
P15104_R_324_C,
Q9UBR1_R_130_I,
Q9UBR1_K_132_L,
Q9UBR1_C_233_A,
Q9UBR1_T_299_C,
Q8ND25_C_184_A,
P49662_C_258_A,
P49662_C_258_S,
O14727_M_368_L,
P03956_Y_360_F,
P48728_D_129_A,
P48728_D_129_N,
Q53H47_N_223_S,
Q53H47_D_261_S,
Q53H47_F_473_K,
Q53H47_D_496_A,
Q53H47_D_503_S,
Q53H47_N_623_D,
Q53H47_N_623_E,
P16662_T_373_V,
P16662_H_374_A,
P16662_H_374_E,
P16662_N_378_A,
P16662_G_379_D,
P16662_G_379_S,
P16662_D_398_A,
P16662_D_398_N,
P16662_Q_399_A,
Q16769_K_144_A,
Q16769_F_146_A,
Q16769_S_160_A,
Q16769_S_160_G,
Q16769_E_201_D,
Q16769_E_201_L,
Q16769_E_201_Q,
Q16769_W_207_L,
Q16769_D_248_A,
Q16769_D_248_Q,
Q16769_Q_304_L,
Q16769_D_305_A,
Q16769_D_305_E,
Q16769_D_305_L,
Q16769_D_305_N,
Q16769_H_319_L,
Q16769_F_325_A,
Q16769_W_329_A,
Q9UBT2_N_56_A,
Q9UBT2_L_57_A,
Q9UBT2_R_59_A,
Q9UBT2_K_72_A,
Q9UBT2_D_117_A,
Q9UBT2_C_173_A,
Q9UBT2_T_174_A,
Q9UBT2_H_184_Q,
P47897_H_175_A,
P19835_H_455_Q,
Q13627_K_188_R,
Q13627_Y_321_F,
Q96AT9_S_10_A,
Q96AT9_L_12_A,
Q96AT9_H_35_A,
Q96AT9_D_37_A,
Q96AT9_M_39_A,
Q96AT9_M_72_A,
Q96AT9_M_141_A,
P56524_H_803_L,
P05154_R_248_E,
P05154_R_253_E,
P05154_E_272_K,
P05154_K_274_E,
P05154_K_285_E,
P05154_R_288_E,
P05154_K_289_E,
P05154_K_292_E,
P05154_T_371_R,
P05154_F_372_P,
P05154_F_372_G,
P05154_R_373_P,
P05154_R_376_P,
P05154_R_381_E,
Q6V1X1_D_451_F,
Q6V1X1_S_755_A,
Q6V1X1_D_788_A,
Q6V1X1_D_788_S,
Q6V1X1_D_788_V,
Q6V1X1_D_788_E,
Q6V1X1_D_833_A,
Q6V1X1_H_865_A,
P55212_C_163_A,
P55212_S_257_A,
P55212_S_257_D,
P55212_S_257_E,
Q9C035_C_15_A,
P51684_C_36_A,
P51684_C_36_D,
P51684_C_36_G,
P51684_C_36_S,
P51684_C_57_S,
P51684_C_118_S,
P51684_C_131_S,
P51684_C_138_S,
P51684_C_168_S,
P51684_C_197_S,
P51684_C_233_S,
P51684_C_266_S,
P51684_C_288_A,
P51684_C_288_G,
P51684_C_288_R,
P51684_C_288_S,
P51684_C_309_S,
P51684_C_310_S,
Q12913_C_1239_S,
Q9UBD6_F_74_L,
Q9UBD6_V_137_I,
Q9UBD6_D_177_N,
Q9UBD6_F_235_V,
P31645_S_611_A,
P31645_S_611_D,
P31645_T_613_A,
P31645_T_613_D,
P31645_T_616_A,
P31645_T_616_D,
O00584_H_65_Y,
O00584_H_118_Y,
Q9Y230_D_299_N,
Q9Y239_V_41_Q,
Q9Y239_L_44_A,
Q9Y239_D_48_K,
Q9Y239_E_53_K,
Q9Y239_D_54_K,
Q9Y239_E_56_K,
Q9Y239_R_69_E,
P08235_S_767_N,
P08235_S_767_Q,
P08235_N_770_A,
P08235_N_770_D,
P08235_N_770_H,
P08235_N_770_Q,
P08235_N_770_S,
P08235_N_770_T,
P08235_Q_776_A,
P08235_R_817_A,
P08235_C_849_S,
P08235_C_942_S,
P08235_L_952_A,
P08235_K_953_A,
P08235_V_954_A,
P08235_F_956_A,
P08235_P_957_A,
P08238_C_590_A,
P08238_C_590_N,
P08238_C_590_D,
P00918_W_5_A,
P00918_Y_7_F,
P00918_Y_7_H,
P00918_N_62_A,
P00918_N_62_D,
P00918_N_62_H,
P00918_N_62_L,
P00918_N_62_T,
P00918_N_62_V,
P00918_H_64_A,
P00918_H_64_G,
P00918_H_64_W,
P00918_A_65_F,
P00918_A_65_S,
P00918_N_67_H,
P00918_N_67_L,
P00918_N_67_Q,
P00918_H_94_C,
P00918_H_94_D,
P00918_H_94_E,
P00918_H_94_N,
P00918_H_94_Q,
P00918_E_106_A,
P00918_E_106_Q,
P00918_E_106_D,
P00918_E_117_Q,
P00918_H_119_D,
P00918_H_119_N,
P00918_H_119_Q,
P00918_H_119_E,
P00918_V_121_A,
P00918_V_121_G,
P00918_V_121_I,
P00918_V_121_L,
P00918_V_121_S,
P00918_V_121_K,
P00918_V_121_R,
P00918_V_142_F,
P00918_V_142_Y,
P00918_V_142_G,
P00918_V_142_H,
P00918_L_197_A,
P00918_L_197_E,
P00918_L_197_H,
P00918_L_197_R,
P00918_L_197_F,
P00918_T_198_A,
P00918_T_198_C,
P00918_T_198_H,
P00918_T_198_P,
P00918_T_198_D,
P00918_T_198_E,
P00918_T_198_S,
P00918_T_198_V,
P00918_T_199_H,
P00918_T_199_S,
P00918_P_201_A,
Q6VAB6_D_786_A,
P28340_D_402_A,
Q8N4P3_R_24_A,
Q8N4P3_E_65_A,
Q8N4P3_D_66_A,
P53350_K_82_M,
P53350_K_82_R,
P53350_S_137_A,
P53350_S_137_D,
P53350_D_176_N,
P53350_T_210_A,
P53350_T_210_D,
P53350_T_210_V,
P35236_Y_125_A,
P35236_D_257_A,
P35236_C_291_S,
P35236_Q_335_A,
P53041_H_304_Q,
P00352_G_458_N,
Q9BXJ9_Y_834_F,
Q9BXJ9_Y_834_A,
Q96PU5_C_942_S,
P67775_D_85_N,
Q8TEA1_R_126_A,
Q8TEA1_Y_131_A,
Q8TEA1_K_159_A,
Q8TEA1_K_160_A,
Q8TEA1_R_181_A,
Q8TEA1_L_218_A,
Q8TEA1_N_220_A,
Q8TEA1_S_223_A,
Q8TEA1_K_248_A,
Q8TEA1_D_266_A,
Q8TEA1_K_271_A,
Q8TEA1_D_293_A,
Q8TEA1_D_323_A,
Q8TEA1_C_373_A,
Q8TEA1_F_458_A,
P04062_C_43_S,
P04062_C_57_S,
P04062_C_62_S,
P04062_E_379_G,
Q9BQP7_D_251_A,
Q9BQP7_K_253_A,
O15488_Y_228_F,
O15488_Y_230_F,
Q9GZT9_C_201_A,
Q9GZT9_C_208_A,
Q9GZT9_R_252_A,
Q9GZT9_D_254_A,
Q9GZT9_D_254_K,
Q9GZT9_C_266_A,
Q9GZT9_C_283_A,
Q9GZT9_C_302_A,
Q9GZT9_Y_303_F,
Q9GZT9_C_323_A,
Q9GZT9_C_326_A,
Q9GZT9_R_383_A,
Q9NYL2_K_45_M,
Q9NYL2_T_161_A,
Q9NYL2_T_162_A,
Q9NYL2_S_165_A,
O96028_Y_1092_A,
O96028_Y_1179_A,
Q9Y5X4_L_372_R,
Q9Y5X4_L_375_R,
O43526_T_217_A,
O43526_T_217_D,
O43526_G_279_S,
Q9UNS1_R_1081_G,
P19113_K_305_G,
P19113_Y_334_F,
O14842_E_145_A,
O14842_E_172_A,
P63241_K_47_D,
P63241_G_49_A,
P63241_K_50_A,
P63241_K_50_I,
P63241_K_50_D,
P63241_K_50_R,
P63241_G_52_A,
P63241_K_55_A,
Q9NZ42_C_15_A,
Q9NZ42_C_15_S,
Q9NZ42_F_25_A,
Q9NZ42_L_26_A,
Q9NZ42_W_30_A,
Q9NZ42_W_36_A,
Q9NZ42_A_46_N,
Q9NZ42_K_54_A,
Q9NZ42_F_94_A,
Q9UPY3_F_960_A,
Q9UPY3_Y_971_A,
Q9UPY3_Y_972_A,
Q9UPY3_E_1036_A,
Q9UPY3_E_1313_A,
Q9UPY3_D_1320_A,
Q9UPY3_E_1340_A,
Q9UPY3_Q_1702_A,
Q9UPY3_D_1709_A,
Q9UPY3_P_1729_E,
Q9UPY3_E_1813_A,
Q96G74_S_177_D,
Q96G74_S_177_E,
Q96G74_C_224_S,
Q9UJ41_D_313_A,
Q9UJ41_P_317_A,
Q9UJ41_Y_354_A,
Q9UJ41_T_357_A,
Q8WUI4_H_843_A,
Q8WUI4_H_843_F,
Q8WUI4_H_843_Y,
P40616_Q_71_L,
Q96GA7_G_72_A,
Q96GA7_C_309_A,
P61026_T_23_N,
Q9UDY8_C_464_A,
P61020_Q_79_L,
Q8IXL7_H_141_G,
Q8IXL7_N_160_F,
Q8IXL7_N_160_Y,
Q9NWZ3_K_213_A,
Q96BI3_H_171_A,
Q96BI3_H_197_A,
P12277_C_283_S,
P12277_C_283_Y,
P12277_R_292_H,
P12277_R_292_L,
P12277_R_292_Q,
P12277_R_292_K,
P12277_D_340_E,
Q8NCC3_D_46_A,
Q8NCC3_L_83_S,
Q8NCC3_V_85_S,
Q8NCC3_N_99_A,
Q8NCC3_S_198_A,
Q8NCC3_K_235_A,
Q8NCC3_N_273_A,
Q8NCC3_N_289_A,
Q8NCC3_T_362_A,
Q8NCC3_N_398_A,
Q9NWT6_D_201_A,
Q9NWT6_D_201_E,
Q9NWT6_Q_239_H,
Q9NWT6_W_296_R,
Q9NWT6_L_340_R,
Q9NWT6_I_344_R,
Q15286_S_22_N,
Q15286_Q_67_L,
P34972_D_130_A,
P34972_R_131_A,
P34972_L_201_P,
P34972_Y_207_A,
P34972_A_244_E,
Q13613_C_438_S,
Q13613_D_443_A,
Q13613_R_444_A,
Q13613_R_484_A,
Q9NS18_S_78_P,
Q9NS18_C_80_S,
P34947_K_215_R,
P34947_S_484_A,
P34947_T_485_A,
P50613_K_41_A,
P50613_S_164_A,
P50613_T_170_A,
Q06141_E_114_Q,
Q06141_E_118_Q,
Q9BYC5_R_365_A,
Q9BYC5_R_365_K,
Q9BYC5_R_366_A,
Q9BYC5_R_366_K,
Q9BYC5_D_368_A,
Q9BYC5_K_369_A,
Q9BYC5_E_373_A,
Q9BYC5_Y_382_A,
Q9BYC5_D_409_A,
Q9BYC5_D_410_A,
Q9BYC5_D_453_A,
Q9BYC5_S_469_A,
O15033_C_790_A,
Q9BRZ2_C_21_A,
Q9BRZ2_C_24_A,
P19447_K_346_R,
P16591_R_483_Q,
Q9BU02_K_11_A,
Q9BU02_D_37_A,
Q9BU02_Y_39_A,
Q9BU02_W_53_A,
Q9BU02_K_65_A,
Q9BU02_Y_79_A,
Q9BU02_E_81_A,
Q9BU02_D_147_A,
Q9BU02_K_193_A,
P49903_T_85_A,
P09622_K_89_E,
P09622_H_383_A,
P09622_H_383_L,
P09622_D_448_A,
P09622_D_448_N,
P09622_E_466_A,
P09622_Y_473_A,
P09622_Y_473_F,
P09622_Y_473_H,
P09622_R_482_A,
P09622_S_491_A,
P09622_E_492_Q,
P09622_K_505_M,
Q15120_N_120_H,
Q15120_D_121_N,
Q15125_W_68_A,
Q15125_I_75_A,
Q15125_H_76_A,
Q15125_E_80_A,
Q15125_Y_111_W,
Q15125_M_121_A,
Q15125_M_121_V,
Q15125_E_122_A,
Q15125_T_125_A,
Q15125_Y_188_A,
Q15125_F_189_A,
Q15125_F_189_L,
Q15125_N_193_A,
Q15125_W_196_A,
Q86W47_T_11_D,
Q86W47_S_17_E,
P09467_D_119_A,
P09467_D_122_A,
P43250_I_6_A,
P43250_V_7_A,
P43250_N_9_A,
P43250_L_12_A,
P0DPD7_D_88_A,
P0DPD7_E_129_A,
P0DPD7_K_130_A,
P0DPD7_T_132_A,
P0DPD7_L_133_A,
P0DPD7_D_134_A,
O75907_L_346_W,
O75907_T_371_A,
O75907_Q_375_A,
O75907_W_377_F,
O75907_N_378_A,
O75907_N_378_L,
O75907_V_381_A,
O75907_V_381_W,
O75907_H_382_A,
O75907_C_385_W,
O75907_I_386_A,
O75907_Y_390_A,
O75907_K_391_A,
O75907_K_400_L,
O75907_R_404_A,
O75907_R_404_L,
